DEPARTAMENTO,codigo_municipio,municipio,mes,grupo,variable,menores a 1 año,de 1 a 4 años,de 5 a 14 años,de 15 a 59 años,de 60 y más años,total
LA PAZ,21003,CAJUATA,2005-09-01,sospecha diagnostica,difteria,0,0,0,0,0,0
LA PAZ,21003,CAJUATA,2005-10-01,sospecha diagnostica,difteria,0,0,0,0,0,0
LA PAZ,21003,CAJUATA,2005-11-01,sospecha diagnostica,difteria,0,0,0,0,0,0
LA PAZ,21003,CAJUATA,2005-12-01,sospecha diagnostica,difteria,0,0,0,0,0,0
LA PAZ,21004,COLQUIRI,2005-01-01,sospecha diagnostica,difteria,0,0,0,0,0,0
LA PAZ,21004,COLQUIRI,2005-02-01,sospecha diagnostica,difteria,0,0,0,0,0,0
LA PAZ,21004,COLQUIRI,2005-03-01,sospecha diagnostica,difteria,0,0,0,0,0,0
LA PAZ,21004,COLQUIRI,2005-04-01,sospecha diagnostica,difteria,0,0,0,0,0,0
LA PAZ,21004,COLQUIRI,2005-05-01,sospecha diagnostica,difteria,0,0,0,0,0,0
LA PAZ,21004,COLQUIRI,2005-06-01,sospecha diagnostica,difteria,0,0,0,0,0,0
LA PAZ,21004,COLQUIRI,2005-07-01,sospecha diagnostica,difteria,0,0,0,0,0,0
LA PAZ,21004,COLQUIRI,2005-08-01,sospecha diagnostica,difteria,0,0,0,0,0,0
LA PAZ,21004,COLQUIRI,2005-09-01,sospecha diagnostica,difteria,0,0,0,0,0,0
LA PAZ,21004,COLQUIRI,2005-10-01,sospecha diagnostica,difteria,0,0,0,0,0,0
LA PAZ,21004,COLQUIRI,2005-11-01,sospecha diagnostica,difteria,0,0,0,0,0,0
LA PAZ,21004,COLQUIRI,2005-12-01,sospecha diagnostica,difteria,0,0,0,0,0,0
LA PAZ,21005,ICHOCA,2005-01-01,sospecha diagnostica,difteria,0,0,0,0,0,0
LA PAZ,21005,ICHOCA,2005-02-01,sospecha diagnostica,difteria,0,0,0,0,0,0
LA PAZ,21005,ICHOCA,2005-03-01,sospecha diagnostica,difteria,0,0,0,0,0,0
LA PAZ,21005,ICHOCA,2005-04-01,sospecha diagnostica,difteria,0,0,0,0,0,0
LA PAZ,21005,ICHOCA,2005-05-01,sospecha diagnostica,difteria,0,0,0,0,0,0
LA PAZ,21005,ICHOCA,2005-06-01,sospecha diagnostica,difteria,0,0,0,0,0,0
LA PAZ,21005,ICHOCA,2005-07-01,sospecha diagnostica,difteria,0,0,0,0,0,0
LA PAZ,21005,ICHOCA,2005-08-01,sospecha diagnostica,difteria,0,0,0,0,0,0
LA PAZ,21005,ICHOCA,2005-09-01,sospecha diagnostica,difteria,0,0,0,0,0,0
LA PAZ,21005,ICHOCA,2005-10-01,sospecha diagnostica,difteria,0,0,0,0,0,0
LA PAZ,21005,ICHOCA,2005-11-01,sospecha diagnostica,difteria,0,0,0,0,0,0
LA PAZ,21005,ICHOCA,2005-12-01,sospecha diagnostica,difteria,0,0,0,0,0,0
LA PAZ,21006,LICOMA PAMPA,2005-01-01,sospecha diagnostica,difteria,0,0,0,0,0,0
LA PAZ,21006,LICOMA PAMPA,2005-02-01,sospecha diagnostica,difteria,0,0,0,0,0,0
LA PAZ,21006,LICOMA PAMPA,2005-03-01,sospecha diagnostica,difteria,0,0,0,0,0,0
LA PAZ,21006,LICOMA PAMPA,2005-04-01,sospecha diagnostica,difteria,0,0,0,0,0,0
LA PAZ,21006,LICOMA PAMPA,2005-05-01,sospecha diagnostica,difteria,0,0,0,0,0,0
LA PAZ,21006,LICOMA PAMPA,2005-06-01,sospecha diagnostica,difteria,0,0,0,0,0,0
LA PAZ,21006,LICOMA PAMPA,2005-07-01,sospecha diagnostica,difteria,0,0,0,0,0,0
LA PAZ,21006,LICOMA PAMPA,2005-08-01,sospecha diagnostica,difteria,0,0,0,0,0,0
LA PAZ,21006,LICOMA PAMPA,2005-09-01,sospecha diagnostica,difteria,0,0,0,0,0,0
LA PAZ,21006,LICOMA PAMPA,2005-10-01,sospecha diagnostica,difteria,0,0,0,0,0,0
LA PAZ,21006,LICOMA PAMPA,2005-11-01,sospecha diagnostica,difteria,0,0,0,0,0,0
LA PAZ,21006,LICOMA PAMPA,2005-12-01,sospecha diagnostica,difteria,0,0,0,0,0,0
LA PAZ,21101,CHULUMANI (V. DE LA LIBERTAD),2005-01-01,sospecha diagnostica,difteria,0,0,0,0,0,0
LA PAZ,21101,CHULUMANI (V. DE LA LIBERTAD),2005-02-01,sospecha diagnostica,difteria,0,0,0,0,0,0
LA PAZ,21101,CHULUMANI (V. DE LA LIBERTAD),2005-03-01,sospecha diagnostica,difteria,0,0,0,0,0,0
LA PAZ,21101,CHULUMANI (V. DE LA LIBERTAD),2005-04-01,sospecha diagnostica,difteria,0,0,0,0,0,0
LA PAZ,21101,CHULUMANI (V. DE LA LIBERTAD),2005-05-01,sospecha diagnostica,difteria,0,0,0,0,0,0
LA PAZ,21101,CHULUMANI (V. DE LA LIBERTAD),2005-06-01,sospecha diagnostica,difteria,0,0,0,0,0,0
LA PAZ,21101,CHULUMANI (V. DE LA LIBERTAD),2005-07-01,sospecha diagnostica,difteria,0,0,0,0,0,0
LA PAZ,21101,CHULUMANI (V. DE LA LIBERTAD),2005-08-01,sospecha diagnostica,difteria,0,0,0,0,0,0
LA PAZ,21101,CHULUMANI (V. DE LA LIBERTAD),2005-09-01,sospecha diagnostica,difteria,0,0,0,0,0,0
LA PAZ,21101,CHULUMANI (V. DE LA LIBERTAD),2005-10-01,sospecha diagnostica,difteria,0,0,0,0,0,0
LA PAZ,21101,CHULUMANI (V. DE LA LIBERTAD),2005-11-01,sospecha diagnostica,difteria,0,0,0,0,0,0
LA PAZ,21101,CHULUMANI (V. DE LA LIBERTAD),2005-12-01,sospecha diagnostica,difteria,0,0,0,0,0,0
LA PAZ,21102,IRUPANA (VILLA DE LANZA),2005-01-01,sospecha diagnostica,difteria,0,0,0,0,0,0
LA PAZ,21102,IRUPANA (VILLA DE LANZA),2005-02-01,sospecha diagnostica,difteria,0,0,0,0,0,0
LA PAZ,21102,IRUPANA (VILLA DE LANZA),2005-03-01,sospecha diagnostica,difteria,0,0,0,0,0,0
LA PAZ,21102,IRUPANA (VILLA DE LANZA),2005-04-01,sospecha diagnostica,difteria,0,0,0,0,0,0
LA PAZ,21102,IRUPANA (VILLA DE LANZA),2005-05-01,sospecha diagnostica,difteria,0,0,0,0,0,0
LA PAZ,21102,IRUPANA (VILLA DE LANZA),2005-06-01,sospecha diagnostica,difteria,0,0,0,0,0,0
LA PAZ,21102,IRUPANA (VILLA DE LANZA),2005-07-01,sospecha diagnostica,difteria,0,0,0,0,0,0
LA PAZ,21102,IRUPANA (VILLA DE LANZA),2005-08-01,sospecha diagnostica,difteria,0,0,0,0,0,0
LA PAZ,21102,IRUPANA (VILLA DE LANZA),2005-09-01,sospecha diagnostica,difteria,0,0,0,0,0,0
LA PAZ,21102,IRUPANA (VILLA DE LANZA),2005-10-01,sospecha diagnostica,difteria,0,0,0,0,0,0
LA PAZ,21102,IRUPANA (VILLA DE LANZA),2005-11-01,sospecha diagnostica,difteria,0,0,0,0,0,0
LA PAZ,21102,IRUPANA (VILLA DE LANZA),2005-12-01,sospecha diagnostica,difteria,0,0,0,0,0,0
LA PAZ,21103,YANACACHI,2005-01-01,sospecha diagnostica,difteria,0,0,0,0,0,0
LA PAZ,21103,YANACACHI,2005-02-01,sospecha diagnostica,difteria,0,0,0,0,0,0
LA PAZ,21103,YANACACHI,2005-03-01,sospecha diagnostica,difteria,0,0,0,0,0,0
LA PAZ,21103,YANACACHI,2005-04-01,sospecha diagnostica,difteria,0,0,0,0,0,0
LA PAZ,21103,YANACACHI,2005-05-01,sospecha diagnostica,difteria,0,0,0,0,0,0
LA PAZ,21103,YANACACHI,2005-06-01,sospecha diagnostica,difteria,0,0,0,0,0,0
LA PAZ,21103,YANACACHI,2005-07-01,sospecha diagnostica,difteria,0,0,0,0,0,0
LA PAZ,21103,YANACACHI,2005-08-01,sospecha diagnostica,difteria,0,0,0,0,0,0
LA PAZ,21103,YANACACHI,2005-09-01,sospecha diagnostica,difteria,0,0,0,0,0,0
LA PAZ,21103,YANACACHI,2005-10-01,sospecha diagnostica,difteria,0,0,0,0,0,0
LA PAZ,21103,YANACACHI,2005-11-01,sospecha diagnostica,difteria,0,0,0,0,0,0
LA PAZ,21103,YANACACHI,2005-12-01,sospecha diagnostica,difteria,0,0,0,0,0,0
LA PAZ,21104,PALOS BLANCOS,2005-01-01,sospecha diagnostica,difteria,0,0,0,0,0,0
LA PAZ,21104,PALOS BLANCOS,2005-02-01,sospecha diagnostica,difteria,0,0,0,0,0,0
LA PAZ,21104,PALOS BLANCOS,2005-03-01,sospecha diagnostica,difteria,0,0,0,0,0,0
LA PAZ,21104,PALOS BLANCOS,2005-04-01,sospecha diagnostica,difteria,0,0,0,0,0,0
LA PAZ,21104,PALOS BLANCOS,2005-05-01,sospecha diagnostica,difteria,0,0,0,0,0,0
LA PAZ,21104,PALOS BLANCOS,2005-06-01,sospecha diagnostica,difteria,0,0,0,0,0,0
LA PAZ,21104,PALOS BLANCOS,2005-07-01,sospecha diagnostica,difteria,0,0,0,0,0,0
LA PAZ,21104,PALOS BLANCOS,2005-08-01,sospecha diagnostica,difteria,0,0,0,0,0,0
LA PAZ,21104,PALOS BLANCOS,2005-09-01,sospecha diagnostica,difteria,0,0,0,0,0,0
LA PAZ,21104,PALOS BLANCOS,2005-10-01,sospecha diagnostica,difteria,0,0,0,0,0,0
LA PAZ,21104,PALOS BLANCOS,2005-11-01,sospecha diagnostica,difteria,0,0,0,0,0,0
LA PAZ,21104,PALOS BLANCOS,2005-12-01,sospecha diagnostica,difteria,0,0,0,0,0,0
LA PAZ,21105,LA ASUNTA,2005-01-01,sospecha diagnostica,difteria,0,0,0,0,0,0
LA PAZ,21105,LA ASUNTA,2005-02-01,sospecha diagnostica,difteria,0,0,0,0,0,0
LA PAZ,21105,LA ASUNTA,2005-03-01,sospecha diagnostica,difteria,0,0,0,0,0,0
LA PAZ,21105,LA ASUNTA,2005-04-01,sospecha diagnostica,difteria,0,0,0,0,0,0
LA PAZ,21105,LA ASUNTA,2005-05-01,sospecha diagnostica,difteria,0,0,0,0,0,0
LA PAZ,21105,LA ASUNTA,2005-06-01,sospecha diagnostica,difteria,0,0,0,0,0,0
LA PAZ,21105,LA ASUNTA,2005-07-01,sospecha diagnostica,difteria,0,0,0,0,0,0
LA PAZ,21105,LA ASUNTA,2005-08-01,sospecha diagnostica,difteria,0,0,0,0,0,0
LA PAZ,21105,LA ASUNTA,2005-09-01,sospecha diagnostica,difteria,0,0,0,0,0,0
LA PAZ,21105,LA ASUNTA,2005-10-01,sospecha diagnostica,difteria,0,0,0,0,0,0
LA PAZ,21105,LA ASUNTA,2005-11-01,sospecha diagnostica,difteria,0,0,0,0,0,0
LA PAZ,21105,LA ASUNTA,2005-12-01,sospecha diagnostica,difteria,0,0,0,0,0,0
LA PAZ,21201,PUCARANI,2005-01-01,sospecha diagnostica,difteria,0,0,0,0,0,0
LA PAZ,21201,PUCARANI,2005-02-01,sospecha diagnostica,difteria,0,0,0,0,0,0
LA PAZ,21201,PUCARANI,2005-03-01,sospecha diagnostica,difteria,0,0,0,0,0,0
LA PAZ,21201,PUCARANI,2005-04-01,sospecha diagnostica,difteria,0,0,0,0,0,0
LA PAZ,21201,PUCARANI,2005-05-01,sospecha diagnostica,difteria,0,0,0,0,0,0
LA PAZ,21201,PUCARANI,2005-06-01,sospecha diagnostica,difteria,0,0,0,0,0,0
LA PAZ,21201,PUCARANI,2005-07-01,sospecha diagnostica,difteria,0,0,0,0,0,0
LA PAZ,21201,PUCARANI,2005-08-01,sospecha diagnostica,difteria,0,0,0,0,0,0
LA PAZ,21201,PUCARANI,2005-09-01,sospecha diagnostica,difteria,0,0,0,0,0,0
LA PAZ,21201,PUCARANI,2005-10-01,sospecha diagnostica,difteria,0,0,0,0,0,0
LA PAZ,21201,PUCARANI,2005-11-01,sospecha diagnostica,difteria,0,0,0,0,0,0
LA PAZ,21201,PUCARANI,2005-12-01,sospecha diagnostica,difteria,0,0,0,0,0,0
LA PAZ,21202,LAJA,2005-01-01,sospecha diagnostica,difteria,0,0,0,0,0,0
LA PAZ,21202,LAJA,2005-02-01,sospecha diagnostica,difteria,0,0,0,0,0,0
LA PAZ,21202,LAJA,2005-03-01,sospecha diagnostica,difteria,0,0,0,0,0,0
LA PAZ,21202,LAJA,2005-04-01,sospecha diagnostica,difteria,0,0,0,0,0,0
LA PAZ,21202,LAJA,2005-05-01,sospecha diagnostica,difteria,0,0,0,0,0,0
LA PAZ,21202,LAJA,2005-06-01,sospecha diagnostica,difteria,0,0,0,0,0,0
LA PAZ,21202,LAJA,2005-07-01,sospecha diagnostica,difteria,0,0,0,0,0,0
LA PAZ,21202,LAJA,2005-08-01,sospecha diagnostica,difteria,0,0,0,0,0,0
LA PAZ,21202,LAJA,2005-09-01,sospecha diagnostica,difteria,0,0,0,0,0,0
LA PAZ,21202,LAJA,2005-10-01,sospecha diagnostica,difteria,0,0,0,0,0,0
LA PAZ,21202,LAJA,2005-11-01,sospecha diagnostica,difteria,0,0,0,0,0,0
LA PAZ,21202,LAJA,2005-12-01,sospecha diagnostica,difteria,0,0,0,0,0,0
LA PAZ,21203,BATALLAS,2005-01-01,sospecha diagnostica,difteria,0,0,0,0,0,0
LA PAZ,21203,BATALLAS,2005-02-01,sospecha diagnostica,difteria,0,0,0,0,0,0
LA PAZ,21203,BATALLAS,2005-03-01,sospecha diagnostica,difteria,0,0,0,0,0,0
LA PAZ,21203,BATALLAS,2005-04-01,sospecha diagnostica,difteria,0,0,0,0,0,0
LA PAZ,21203,BATALLAS,2005-05-01,sospecha diagnostica,difteria,0,0,0,0,0,0
LA PAZ,21203,BATALLAS,2005-06-01,sospecha diagnostica,difteria,0,0,0,0,0,0
LA PAZ,21203,BATALLAS,2005-07-01,sospecha diagnostica,difteria,0,0,0,0,0,0
LA PAZ,21203,BATALLAS,2005-08-01,sospecha diagnostica,difteria,0,0,0,0,0,0
LA PAZ,21203,BATALLAS,2005-09-01,sospecha diagnostica,difteria,0,0,0,0,0,0
LA PAZ,21203,BATALLAS,2005-10-01,sospecha diagnostica,difteria,0,0,0,0,0,0
LA PAZ,21203,BATALLAS,2005-11-01,sospecha diagnostica,difteria,0,0,0,0,0,0
LA PAZ,21203,BATALLAS,2005-12-01,sospecha diagnostica,difteria,0,0,0,0,0,0
LA PAZ,21204,PUERTO PEREZ,2005-01-01,sospecha diagnostica,difteria,0,0,0,0,0,0
LA PAZ,21204,PUERTO PEREZ,2005-02-01,sospecha diagnostica,difteria,0,0,0,0,0,0
LA PAZ,21204,PUERTO PEREZ,2005-03-01,sospecha diagnostica,difteria,0,0,0,0,0,0
LA PAZ,21204,PUERTO PEREZ,2005-04-01,sospecha diagnostica,difteria,0,0,0,0,0,0
LA PAZ,21204,PUERTO PEREZ,2005-05-01,sospecha diagnostica,difteria,0,0,0,0,0,0
LA PAZ,21204,PUERTO PEREZ,2005-06-01,sospecha diagnostica,difteria,0,0,0,0,0,0
LA PAZ,21204,PUERTO PEREZ,2005-07-01,sospecha diagnostica,difteria,0,0,0,0,0,0
LA PAZ,21204,PUERTO PEREZ,2005-08-01,sospecha diagnostica,difteria,0,0,0,0,0,0
LA PAZ,21204,PUERTO PEREZ,2005-09-01,sospecha diagnostica,difteria,0,0,0,0,0,0
LA PAZ,21204,PUERTO PEREZ,2005-10-01,sospecha diagnostica,difteria,0,0,0,0,0,0
LA PAZ,21204,PUERTO PEREZ,2005-11-01,sospecha diagnostica,difteria,0,0,0,0,0,0
LA PAZ,21204,PUERTO PEREZ,2005-12-01,sospecha diagnostica,difteria,0,0,0,0,0,0
LA PAZ,21301,SICA SICA (VILLA AROMA),2005-01-01,sospecha diagnostica,difteria,0,0,0,0,0,0
LA PAZ,21301,SICA SICA (VILLA AROMA),2005-02-01,sospecha diagnostica,difteria,0,0,0,0,0,0
LA PAZ,21301,SICA SICA (VILLA AROMA),2005-03-01,sospecha diagnostica,difteria,0,0,0,0,0,0
LA PAZ,21301,SICA SICA (VILLA AROMA),2005-04-01,sospecha diagnostica,difteria,0,0,0,0,0,0
LA PAZ,21301,SICA SICA (VILLA AROMA),2005-05-01,sospecha diagnostica,difteria,0,0,0,0,0,0
LA PAZ,21301,SICA SICA (VILLA AROMA),2005-06-01,sospecha diagnostica,difteria,0,0,0,0,0,0
LA PAZ,21301,SICA SICA (VILLA AROMA),2005-07-01,sospecha diagnostica,difteria,0,0,0,0,0,0
LA PAZ,21301,SICA SICA (VILLA AROMA),2005-08-01,sospecha diagnostica,difteria,0,0,0,0,0,0
LA PAZ,21301,SICA SICA (VILLA AROMA),2005-09-01,sospecha diagnostica,difteria,0,0,0,0,0,0
LA PAZ,21301,SICA SICA (VILLA AROMA),2005-10-01,sospecha diagnostica,difteria,0,0,0,0,0,0
LA PAZ,21301,SICA SICA (VILLA AROMA),2005-11-01,sospecha diagnostica,difteria,0,0,0,0,0,0
LA PAZ,21301,SICA SICA (VILLA AROMA),2005-12-01,sospecha diagnostica,difteria,0,0,0,0,0,0
LA PAZ,21302,UMALA,2005-01-01,sospecha diagnostica,difteria,0,0,0,0,0,0
LA PAZ,21302,UMALA,2005-02-01,sospecha diagnostica,difteria,0,0,0,0,0,0
LA PAZ,21302,UMALA,2005-03-01,sospecha diagnostica,difteria,0,0,0,0,0,0
LA PAZ,21302,UMALA,2005-04-01,sospecha diagnostica,difteria,0,0,0,0,0,0
LA PAZ,21302,UMALA,2005-05-01,sospecha diagnostica,difteria,0,0,0,0,0,0
LA PAZ,21302,UMALA,2005-06-01,sospecha diagnostica,difteria,0,0,0,0,0,0
LA PAZ,21302,UMALA,2005-07-01,sospecha diagnostica,difteria,0,0,0,0,0,0
LA PAZ,21302,UMALA,2005-08-01,sospecha diagnostica,difteria,0,0,0,0,0,0
LA PAZ,21302,UMALA,2005-09-01,sospecha diagnostica,difteria,0,0,0,0,0,0
LA PAZ,21302,UMALA,2005-10-01,sospecha diagnostica,difteria,0,0,0,0,0,0
LA PAZ,21302,UMALA,2005-11-01,sospecha diagnostica,difteria,0,0,0,0,0,0
LA PAZ,21302,UMALA,2005-12-01,sospecha diagnostica,difteria,0,0,0,0,0,0
LA PAZ,21303,AYO AYO,2005-01-01,sospecha diagnostica,difteria,0,0,0,0,0,0
LA PAZ,21303,AYO AYO,2005-02-01,sospecha diagnostica,difteria,0,0,0,0,0,0
LA PAZ,21303,AYO AYO,2005-03-01,sospecha diagnostica,difteria,0,0,0,0,0,0
LA PAZ,21303,AYO AYO,2005-04-01,sospecha diagnostica,difteria,0,0,0,0,0,0
LA PAZ,21303,AYO AYO,2005-05-01,sospecha diagnostica,difteria,0,0,0,0,0,0
LA PAZ,21303,AYO AYO,2005-06-01,sospecha diagnostica,difteria,0,0,0,0,0,0
LA PAZ,21303,AYO AYO,2005-07-01,sospecha diagnostica,difteria,0,0,0,0,0,0
LA PAZ,21303,AYO AYO,2005-08-01,sospecha diagnostica,difteria,0,0,0,0,0,0
LA PAZ,21303,AYO AYO,2005-09-01,sospecha diagnostica,difteria,0,0,0,0,0,0
LA PAZ,21303,AYO AYO,2005-10-01,sospecha diagnostica,difteria,0,0,0,0,0,0
LA PAZ,21303,AYO AYO,2005-11-01,sospecha diagnostica,difteria,0,0,0,0,0,0
LA PAZ,21303,AYO AYO,2005-12-01,sospecha diagnostica,difteria,0,0,0,0,0,0
LA PAZ,21304,CALAMARCA,2005-01-01,sospecha diagnostica,difteria,0,0,0,0,0,0
LA PAZ,21304,CALAMARCA,2005-02-01,sospecha diagnostica,difteria,0,0,0,0,0,0
LA PAZ,21304,CALAMARCA,2005-03-01,sospecha diagnostica,difteria,0,0,0,0,0,0
LA PAZ,21304,CALAMARCA,2005-04-01,sospecha diagnostica,difteria,0,0,0,0,0,0
LA PAZ,21304,CALAMARCA,2005-05-01,sospecha diagnostica,difteria,0,0,0,0,0,0
LA PAZ,21304,CALAMARCA,2005-06-01,sospecha diagnostica,difteria,0,0,0,0,0,0
LA PAZ,21304,CALAMARCA,2005-07-01,sospecha diagnostica,difteria,0,0,0,0,0,0
LA PAZ,21304,CALAMARCA,2005-08-01,sospecha diagnostica,difteria,0,0,0,0,0,0
LA PAZ,21304,CALAMARCA,2005-09-01,sospecha diagnostica,difteria,0,0,0,0,0,0
LA PAZ,21304,CALAMARCA,2005-10-01,sospecha diagnostica,difteria,0,0,0,0,0,0
LA PAZ,21304,CALAMARCA,2005-11-01,sospecha diagnostica,difteria,0,0,0,0,0,0
LA PAZ,21304,CALAMARCA,2005-12-01,sospecha diagnostica,difteria,0,0,0,0,0,0
LA PAZ,21305,PATACAMAYA,2005-01-01,sospecha diagnostica,difteria,0,0,0,0,0,0
LA PAZ,21305,PATACAMAYA,2005-02-01,sospecha diagnostica,difteria,0,0,0,0,0,0
LA PAZ,21305,PATACAMAYA,2005-03-01,sospecha diagnostica,difteria,0,0,0,0,0,0
LA PAZ,21305,PATACAMAYA,2005-04-01,sospecha diagnostica,difteria,0,0,0,0,0,0
LA PAZ,21305,PATACAMAYA,2005-05-01,sospecha diagnostica,difteria,0,0,0,0,0,0
LA PAZ,21305,PATACAMAYA,2005-06-01,sospecha diagnostica,difteria,0,0,0,0,0,0
LA PAZ,21305,PATACAMAYA,2005-07-01,sospecha diagnostica,difteria,0,0,0,0,0,0
LA PAZ,21305,PATACAMAYA,2005-08-01,sospecha diagnostica,difteria,0,0,0,0,0,0
LA PAZ,21305,PATACAMAYA,2005-09-01,sospecha diagnostica,difteria,0,0,0,0,0,0
LA PAZ,21305,PATACAMAYA,2005-10-01,sospecha diagnostica,difteria,0,0,0,0,0,0
LA PAZ,21305,PATACAMAYA,2005-11-01,sospecha diagnostica,difteria,0,0,0,0,0,0
LA PAZ,21305,PATACAMAYA,2005-12-01,sospecha diagnostica,difteria,0,0,0,0,0,0
LA PAZ,21306,COLQUENCHA,2005-01-01,sospecha diagnostica,difteria,0,0,0,0,0,0
LA PAZ,21306,COLQUENCHA,2005-02-01,sospecha diagnostica,difteria,0,0,0,0,0,0
LA PAZ,21306,COLQUENCHA,2005-03-01,sospecha diagnostica,difteria,0,0,0,0,0,0
LA PAZ,21306,COLQUENCHA,2005-04-01,sospecha diagnostica,difteria,0,0,0,0,0,0
LA PAZ,21306,COLQUENCHA,2005-05-01,sospecha diagnostica,difteria,0,0,0,0,0,0
LA PAZ,21306,COLQUENCHA,2005-06-01,sospecha diagnostica,difteria,0,0,0,0,0,0
LA PAZ,21306,COLQUENCHA,2005-07-01,sospecha diagnostica,difteria,0,0,0,0,0,0
LA PAZ,21306,COLQUENCHA,2005-08-01,sospecha diagnostica,difteria,0,0,0,0,0,0
LA PAZ,21306,COLQUENCHA,2005-09-01,sospecha diagnostica,difteria,0,0,0,0,0,0
LA PAZ,21306,COLQUENCHA,2005-10-01,sospecha diagnostica,difteria,0,0,0,0,0,0
LA PAZ,21306,COLQUENCHA,2005-11-01,sospecha diagnostica,difteria,0,0,0,0,0,0
LA PAZ,21306,COLQUENCHA,2005-12-01,sospecha diagnostica,difteria,0,0,0,0,0,0
LA PAZ,21307,COLLANA,2005-01-01,sospecha diagnostica,difteria,0,0,0,0,0,0
LA PAZ,21307,COLLANA,2005-02-01,sospecha diagnostica,difteria,0,0,0,0,0,0
LA PAZ,21307,COLLANA,2005-03-01,sospecha diagnostica,difteria,0,0,0,0,0,0
LA PAZ,21307,COLLANA,2005-04-01,sospecha diagnostica,difteria,0,0,0,0,0,0
LA PAZ,21307,COLLANA,2005-05-01,sospecha diagnostica,difteria,0,0,0,0,0,0
LA PAZ,21307,COLLANA,2005-06-01,sospecha diagnostica,difteria,0,0,0,0,0,0
LA PAZ,21307,COLLANA,2005-07-01,sospecha diagnostica,difteria,0,0,0,0,0,0
LA PAZ,21307,COLLANA,2005-08-01,sospecha diagnostica,difteria,0,0,0,0,0,0
LA PAZ,21307,COLLANA,2005-09-01,sospecha diagnostica,difteria,0,0,0,0,0,0
LA PAZ,21307,COLLANA,2005-10-01,sospecha diagnostica,difteria,0,0,0,0,0,0
LA PAZ,21307,COLLANA,2005-11-01,sospecha diagnostica,difteria,0,0,0,0,0,0
LA PAZ,21307,COLLANA,2005-12-01,sospecha diagnostica,difteria,0,0,0,0,0,0
LA PAZ,21401,COROICO,2005-01-01,sospecha diagnostica,difteria,0,0,0,0,0,0
LA PAZ,21401,COROICO,2005-02-01,sospecha diagnostica,difteria,0,0,0,0,0,0
LA PAZ,21401,COROICO,2005-03-01,sospecha diagnostica,difteria,0,0,0,0,0,0
LA PAZ,21401,COROICO,2005-04-01,sospecha diagnostica,difteria,0,0,0,0,0,0
LA PAZ,21401,COROICO,2005-05-01,sospecha diagnostica,difteria,0,0,0,0,0,0
LA PAZ,21401,COROICO,2005-06-01,sospecha diagnostica,difteria,0,0,0,0,0,0
LA PAZ,21401,COROICO,2005-07-01,sospecha diagnostica,difteria,0,0,0,0,0,0
LA PAZ,21401,COROICO,2005-08-01,sospecha diagnostica,difteria,0,0,0,0,0,0
LA PAZ,21401,COROICO,2005-09-01,sospecha diagnostica,difteria,0,0,0,0,0,0
LA PAZ,21401,COROICO,2005-10-01,sospecha diagnostica,difteria,0,0,0,0,0,0
LA PAZ,21401,COROICO,2005-11-01,sospecha diagnostica,difteria,0,0,0,0,0,0
LA PAZ,21401,COROICO,2005-12-01,sospecha diagnostica,difteria,0,0,0,0,0,0
LA PAZ,21402,CORIPATA,2005-01-01,sospecha diagnostica,difteria,0,0,0,0,0,0
LA PAZ,21402,CORIPATA,2005-02-01,sospecha diagnostica,difteria,0,0,0,0,0,0
LA PAZ,21402,CORIPATA,2005-03-01,sospecha diagnostica,difteria,0,0,0,0,0,0
LA PAZ,21402,CORIPATA,2005-04-01,sospecha diagnostica,difteria,0,0,0,0,0,0
LA PAZ,21402,CORIPATA,2005-05-01,sospecha diagnostica,difteria,0,0,0,0,0,0
LA PAZ,21402,CORIPATA,2005-06-01,sospecha diagnostica,difteria,0,0,0,0,0,0
LA PAZ,21402,CORIPATA,2005-07-01,sospecha diagnostica,difteria,0,0,0,0,0,0
LA PAZ,21402,CORIPATA,2005-08-01,sospecha diagnostica,difteria,0,0,0,0,0,0
LA PAZ,21402,CORIPATA,2005-09-01,sospecha diagnostica,difteria,0,0,0,0,0,0
LA PAZ,21402,CORIPATA,2005-10-01,sospecha diagnostica,difteria,0,0,0,0,0,0
LA PAZ,21402,CORIPATA,2005-11-01,sospecha diagnostica,difteria,0,0,0,0,0,0
LA PAZ,21402,CORIPATA,2005-12-01,sospecha diagnostica,difteria,0,0,0,0,0,0
LA PAZ,21501,IXIAMAS,2005-01-01,sospecha diagnostica,difteria,0,0,0,0,0,0
LA PAZ,21501,IXIAMAS,2005-02-01,sospecha diagnostica,difteria,0,0,0,0,0,0
LA PAZ,21501,IXIAMAS,2005-03-01,sospecha diagnostica,difteria,0,0,0,0,0,0
LA PAZ,21501,IXIAMAS,2005-04-01,sospecha diagnostica,difteria,0,0,0,0,0,0
LA PAZ,21501,IXIAMAS,2005-05-01,sospecha diagnostica,difteria,0,0,0,0,0,0
LA PAZ,21501,IXIAMAS,2005-06-01,sospecha diagnostica,difteria,0,0,0,0,0,0
LA PAZ,21501,IXIAMAS,2005-07-01,sospecha diagnostica,difteria,0,0,0,0,0,0
LA PAZ,21501,IXIAMAS,2005-08-01,sospecha diagnostica,difteria,0,0,0,0,0,0
LA PAZ,21501,IXIAMAS,2005-09-01,sospecha diagnostica,difteria,0,0,0,0,0,0
LA PAZ,21501,IXIAMAS,2005-10-01,sospecha diagnostica,difteria,0,0,0,0,0,0
