departamento,codigo_municipio,municipio,DEPARTAMENTO,grupo,variable,year,menores a 1 año,de 1 a 4 años,de 5 a 14 años,de 15 a 59 años,de 60 y más años,total
SANTA CRUZ,70101,SANTA CRUZ DE LA SIERRA,SANTA CRUZ,sospecha diagnostica,difteria,2005,0,0,0,0,0,0
SANTA CRUZ,70102,COTOCA,SANTA CRUZ,sospecha diagnostica,difteria,2005,0,0,0,0,0,0
SANTA CRUZ,70103,PORONGO,SANTA CRUZ,sospecha diagnostica,difteria,2005,0,0,0,0,0,0
SANTA CRUZ,70104,LA GUARDIA,SANTA CRUZ,sospecha diagnostica,difteria,2005,0,0,0,0,0,0
SANTA CRUZ,70105,EL TORNO,SANTA CRUZ,sospecha diagnostica,difteria,2005,0,0,0,0,0,0
SANTA CRUZ,70201,WARNES,SANTA CRUZ,sospecha diagnostica,difteria,2005,0,0,0,0,0,0
SANTA CRUZ,70202,OKINAWA,SANTA CRUZ,sospecha diagnostica,difteria,2005,0,0,0,0,0,0
SANTA CRUZ,70301,SAN IGNACIO DE VELASCO,SANTA CRUZ,sospecha diagnostica,difteria,2005,0,0,0,0,0,0
SANTA CRUZ,70302,SAN MIGUEL DE VELASCO,SANTA CRUZ,sospecha diagnostica,difteria,2005,0,0,0,0,0,0
SANTA CRUZ,70303,SAN RAFAEL,SANTA CRUZ,sospecha diagnostica,difteria,2005,0,0,0,0,0,0
SANTA CRUZ,70401,BUENA VISTA,SANTA CRUZ,sospecha diagnostica,difteria,2005,0,0,0,0,0,0
SANTA CRUZ,70402,SAN CARLOS,SANTA CRUZ,sospecha diagnostica,difteria,2005,0,0,0,0,0,0
SANTA CRUZ,70403,YAPACANI,SANTA CRUZ,sospecha diagnostica,difteria,2005,0,0,0,1,0,1
SANTA CRUZ,70404,SAN JUAN DE YAPACANI,SANTA CRUZ,sospecha diagnostica,difteria,2005,0,0,0,0,0,0
SANTA CRUZ,70501,SAN JOSE DE CHIQUITOS,SANTA CRUZ,sospecha diagnostica,difteria,2005,0,0,0,0,0,0
SANTA CRUZ,70502,PAILON,SANTA CRUZ,sospecha diagnostica,difteria,2005,0,0,0,0,0,0
SANTA CRUZ,70503,ROBORE,SANTA CRUZ,sospecha diagnostica,difteria,2005,0,0,0,0,0,0
SANTA CRUZ,70601,PORTACHUELO,SANTA CRUZ,sospecha diagnostica,difteria,2005,0,0,0,0,0,0
SANTA CRUZ,70602,SANTA ROSA DEL SARA,SANTA CRUZ,sospecha diagnostica,difteria,2005,0,0,0,0,0,0
SANTA CRUZ,70603,COLPA BELGICA,SANTA CRUZ,sospecha diagnostica,difteria,2005,0,0,0,0,0,0
SANTA CRUZ,70701,LAGUNILLAS,SANTA CRUZ,sospecha diagnostica,difteria,2005,0,0,0,0,0,0
SANTA CRUZ,70702,CHARAGUA,SANTA CRUZ,sospecha diagnostica,difteria,2005,0,0,0,0,0,0
SANTA CRUZ,70703,CABEZAS,SANTA CRUZ,sospecha diagnostica,difteria,2005,0,0,0,0,0,0
SANTA CRUZ,70704,CUEVO,SANTA CRUZ,sospecha diagnostica,difteria,2005,0,0,0,0,0,0
SANTA CRUZ,70705,GUTIERREZ,SANTA CRUZ,sospecha diagnostica,difteria,2005,0,0,0,0,0,0
SANTA CRUZ,70706,CAMIRI,SANTA CRUZ,sospecha diagnostica,difteria,2005,0,0,0,0,0,0
SANTA CRUZ,70707,BOYUIBE,SANTA CRUZ,sospecha diagnostica,difteria,2005,0,0,0,0,0,0
SANTA CRUZ,70801,VALLEGRANDE,SANTA CRUZ,sospecha diagnostica,difteria,2005,0,0,0,0,0,0
SANTA CRUZ,70802,TRIGAL,SANTA CRUZ,sospecha diagnostica,difteria,2005,0,0,0,0,0,0
SANTA CRUZ,70803,MORO MORO,SANTA CRUZ,sospecha diagnostica,difteria,2005,0,0,0,0,0,0
SANTA CRUZ,70804,POSTRER VALLE,SANTA CRUZ,sospecha diagnostica,difteria,2005,0,0,0,0,0,0
SANTA CRUZ,70805,PUCARA,SANTA CRUZ,sospecha diagnostica,difteria,2005,0,0,0,0,0,0
SANTA CRUZ,70901,SAMAIPATA,SANTA CRUZ,sospecha diagnostica,difteria,2005,0,0,0,0,0,0
SANTA CRUZ,70902,PAMPA GRANDE,SANTA CRUZ,sospecha diagnostica,difteria,2005,0,0,0,0,0,0
SANTA CRUZ,70903,MAIRANA,SANTA CRUZ,sospecha diagnostica,difteria,2005,0,0,0,0,0,0
SANTA CRUZ,70904,QUIRUSILLAS,SANTA CRUZ,sospecha diagnostica,difteria,2005,0,0,0,0,0,0
SANTA CRUZ,71001,MONTERO,SANTA CRUZ,sospecha diagnostica,difteria,2005,0,0,0,0,0,0
SANTA CRUZ,71002,GENERAL SAAVEDRA,SANTA CRUZ,sospecha diagnostica,difteria,2005,0,0,0,0,0,0
SANTA CRUZ,71003,MINEROS,SANTA CRUZ,sospecha diagnostica,difteria,2005,0,0,0,0,0,0
SANTA CRUZ,71004,FERNANDEZ ALONSO,SANTA CRUZ,sospecha diagnostica,difteria,2005,0,0,0,0,0,0
SANTA CRUZ,71005,SAN PEDRO,SANTA CRUZ,sospecha diagnostica,difteria,2005,0,0,0,0,0,0
SANTA CRUZ,71101,CONCEPCION,SANTA CRUZ,sospecha diagnostica,difteria,2005,0,0,0,0,0,0
SANTA CRUZ,71102,SAN JAVIER(STC),SANTA CRUZ,sospecha diagnostica,difteria,2005,0,0,0,0,0,0
SANTA CRUZ,71103,SAN RAMON SCZ,,sospecha diagnostica,difteria,2005,0,0,0,0,0,0
SANTA CRUZ,71104,SAN JULIAN,SANTA CRUZ,sospecha diagnostica,difteria,2005,0,0,0,0,0,0
SANTA CRUZ,71105,SAN ANTONIO DE LOMERIO,SANTA CRUZ,sospecha diagnostica,difteria,2005,0,0,0,0,0,0
SANTA CRUZ,71106,CUATRO CAÑADAS,SANTA CRUZ,sospecha diagnostica,difteria,2005,0,0,0,0,0,0
SANTA CRUZ,71201,SAN MATIAS,SANTA CRUZ,sospecha diagnostica,difteria,2005,0,0,0,0,0,0
SANTA CRUZ,71301,COMARAPA,SANTA CRUZ,sospecha diagnostica,difteria,2005,0,0,0,0,0,0
SANTA CRUZ,71302,SAIPINA,SANTA CRUZ,sospecha diagnostica,difteria,2005,0,0,0,0,0,0
SANTA CRUZ,71401,PUERTO SUAREZ,SANTA CRUZ,sospecha diagnostica,difteria,2005,0,0,0,0,0,0
SANTA CRUZ,71402,PUERTO QUIJARRO,SANTA CRUZ,sospecha diagnostica,difteria,2005,0,0,0,0,0,0
SANTA CRUZ,71403,CARMEN RIVERO TORREZ,SANTA CRUZ,sospecha diagnostica,difteria,2005,0,0,0,0,0,0
SANTA CRUZ,71501,ASCENCION DE GUARAYOS,SANTA CRUZ,sospecha diagnostica,difteria,2005,0,0,0,0,0,0
SANTA CRUZ,71502,URUBICHA,SANTA CRUZ,sospecha diagnostica,difteria,2005,0,0,0,0,0,0
SANTA CRUZ,71503,EL PUENTE(STC),SANTA CRUZ,sospecha diagnostica,difteria,2005,0,0,0,0,0,0
BENI,80101,TRINIDAD,BENI,sospecha diagnostica,difteria,2005,0,0,0,0,0,0
BENI,80102,SAN JAVIER(BNI),BENI,sospecha diagnostica,difteria,2005,0,0,0,0,0,0
BENI,80201,RIBERALTA,BENI,sospecha diagnostica,difteria,2005,0,0,0,0,0,0
BENI,80202,GUAYARAMERIN,BENI,sospecha diagnostica,difteria,2005,0,0,0,0,0,0
BENI,80301,REYES,BENI,sospecha diagnostica,difteria,2005,0,0,0,0,0,0
BENI,80302,SAN BORJA,BENI,sospecha diagnostica,difteria,2005,0,0,0,0,0,0
BENI,80303,SANTA ROSA,BENI,sospecha diagnostica,difteria,2005,0,0,0,0,0,0
BENI,80304,RURRENABAQUE,BENI,sospecha diagnostica,difteria,2005,0,0,0,0,0,0
BENI,80401,SANTA ANA,BENI,sospecha diagnostica,difteria,2005,0,0,0,0,0,0
BENI,80402,EXALTACION,BENI,sospecha diagnostica,difteria,2005,0,0,0,0,0,0
BENI,80501,SAN IGNACIO,BENI,sospecha diagnostica,difteria,2005,0,0,0,0,0,0
BENI,80601,LORETO,BENI,sospecha diagnostica,difteria,2005,0,0,0,0,0,0
BENI,80602,SAN ANDRES,BENI,sospecha diagnostica,difteria,2005,0,0,0,0,0,0
BENI,80701,SAN JOAQUIN,BENI,sospecha diagnostica,difteria,2005,0,0,0,0,0,0
BENI,80702,SAN RAMON,BENI,sospecha diagnostica,difteria,2005,0,0,0,0,0,0
BENI,80703,PUERTO SILES,BENI,sospecha diagnostica,difteria,2005,0,0,0,0,0,0
BENI,80801,MAGDALENA,BENI,sospecha diagnostica,difteria,2005,0,0,0,0,0,0
BENI,80802,BAURES,BENI,sospecha diagnostica,difteria,2005,0,0,0,0,0,0
BENI,80803,HUARACAJE,BENI,sospecha diagnostica,difteria,2005,0,0,0,0,0,0
PANDO,90101,COBIJA,PANDO,sospecha diagnostica,difteria,2005,0,0,0,0,0,0
PANDO,90102,PORVENIR,PANDO,sospecha diagnostica,difteria,2005,0,0,0,0,0,0
PANDO,90103,BOLPEBRA,PANDO,sospecha diagnostica,difteria,2005,0,0,0,0,0,0
PANDO,90104,BELLA FLOR,PANDO,sospecha diagnostica,difteria,2005,0,0,0,0,0,0
PANDO,90201,PUERTO RICO,PANDO,sospecha diagnostica,difteria,2005,0,0,0,0,0,0
PANDO,90202,SAN PEDRO(PND),PANDO,sospecha diagnostica,difteria,2005,0,0,0,0,0,0
PANDO,90203,FILADELFIA,PANDO,sospecha diagnostica,difteria,2005,0,0,0,0,0,0
PANDO,90301,PUERTO GONZALO MORENO,PANDO,sospecha diagnostica,difteria,2005,0,0,0,0,0,0
PANDO,90302,SAN LORENZO(PND),PANDO,sospecha diagnostica,difteria,2005,0,0,0,0,0,0
PANDO,90303,SENA,PANDO,sospecha diagnostica,difteria,2005,0,0,0,0,0,0
PANDO,90401,NACEBE (SANTA ROSA DEL ABUNA),PANDO,sospecha diagnostica,difteria,2005,0,0,0,0,0,0
PANDO,90402,INGAVI (HUMAITA),PANDO,sospecha diagnostica,difteria,2005,0,0,0,0,0,0
PANDO,90501,NUEVO MANOA (NUEVA ESPERANZA),PANDO,sospecha diagnostica,difteria,2005,0,0,0,0,0,0
PANDO,90502,VILLA NUEVA (LOMA ALTA),PANDO,sospecha diagnostica,difteria,2005,0,0,0,0,0,0
PANDO,90503,EUREKA (SANTOS MERCADO),PANDO,sospecha diagnostica,difteria,2005,0,0,0,0,0,0
